"一级","专业名","专业id","专业编码","别名"
机械类,机械电子工程,101433,"0/101429/101433","机械电子工程,Mechatronics Engineering"
机械类,工业设计,101434,"0/101429/101434","工业设计,Industrial Design"
机械类,过程装备与控制工程,101435,"0/101429/101435","过程装备与控制工程,Process Equipment and Control Engineering"
机械类,车辆工程,101436,"0/101429/101436","车辆工程,Vehicle Engineering"
机械类,汽车服务工程,101437,"0/101429/101437","汽车服务工程,Automotive Service Engineering"
机械类,机械工艺技术,101438,"0/101429/101438","机械工艺技术,Mechanical process technology"
机械类,微机电系统工程,101439,"0/101429/101439","微机电系统工程,MEMS Engineering"
机械类,机电技术教育,101440,"0/101429/101440","机电技术教育,Electromechanical Technology Education"
机械类,汽车维修工程教育,101441,"0/101429/101441","汽车维修工程教育,Automobile Maintenance Engineering Education"
机械类,智能制造工程,101442,"0/101429/101442","智能制造工程,Intelligent Manufacturing Engineering"
机械类,智能车辆工程,101443,"0/101429/101443","智能车辆工程,Intelligent Vehicle Engineering"
机械类,仿生科学与工程,101444,"0/101429/101444","仿生科学与工程,Bionic science and engineering"
机械类,新能源汽车工程,101445,"0/101429/101445","新能源汽车工程,New Energy Vehicle Engineering"
机械类,增材制造工程,101446,"0/101429/101446","增材制造工程,Additive Manufacturing Engineering"
机械类,智能交互设计,101447,"0/101429/101447","智能交互设计,Intelligent interactive design"
机械类,应急装备技术与工程,101448,"0/101429/101448","应急装备技术与工程,Emergency Equipment Technology and Engineering"
工学类,安全科学与工程,101450,"0/101449/101450","安全科学与工程,Safety Science and Engineering"
工学类,兵器科学与技术,101451,"0/101449/101451","兵器科学与技术,Weapon Science and Technology"
工学类,材料科学与工程,101452,"0/101449/101452","材料科学与工程,Materials Science and Engineering"
工学类,材料与化工,101453,"0/101449/101453","材料与化工,Materials and Chemicals"
工学类,测绘科学与技术,101454,"0/101449/101454","测绘科学与技术,Surveying and Mapping Science and Technology"
工学类,城乡规划,101455,"0/101449/101455","城乡规划,Urban and rural planning"
工学类,城乡规划学,101456,"0/101449/101456","城乡规划学,Urban and Rural Planning"
工学类,船舶与海洋工程,101457,"0/101449/101457","船舶与海洋工程,Naval Architecture and Marine Engineering"
工学类,地质资源与地质工程,101458,"0/101449/101458","地质资源与地质工程,Geological Resources and Geological Engineering"
工学类,电气工程,101459,"0/101449/101459","电气工程,Electrical Engineering"
工学类,电子科学与技术,101460,"0/101449/101460","电子科学与技术,Electronic Science and Technology"
工学类,电子信息,101461,"0/101449/101461","电子信息,Electronic Information"
工学类,动力工程及工程热物理,101462,"0/101449/101462","动力工程及工程热物理,Power Engineering and Engineering Thermophysics"
工学类,纺织科学与工程,101463,"0/101449/101463","纺织科学与工程,Textile Science and Engineering"
工学类,风景园林,101464,"0/101449/101464","风景园林,Landscape Architecture"
工学类,公安技术,101465,"0/101449/101465","公安技术,Public Security Technology"
工学类,光学工程,101466,"0/101449/101466","光学工程,Optical Engineering"
工学类,航空宇航科学与技术,101467,"0/101449/101467","航空宇航科学与技术,Aerospace science and technology"
工学类,核科学与技术,101468,"0/101449/101468","核科学与技术,Nuclear Science and Technology"
工学类,化学工程与技术,101469,"0/101449/101469","化学工程与技术,Chemical Engineering and Technology"
工学类,环境科学与工程,101470,"0/101449/101470","环境科学与工程,Environmental Science and Engineering"
工学类,机械,101471,"0/101449/101471","机械,mechanical"
工学类,机械工程,101472,"0/101449/101472","机械工程,Mechanical Engineering"
工学类,计算机科学与技术,101473,"0/101449/101473","计算机科学与技术,Computer Science and Technology"
工学类,建筑,101474,"0/101449/101474","建筑,architecture"
工学类,建筑学,101475,"0/101449/101475","建筑学,architecture"
工学类,交通运输,101476,"0/101449/101476","交通运输,Transportation"
工学类,交通运输工程,101477,"0/101449/101477","交通运输工程,Transportation Engineering"
工学类,控制科学与工程,101478,"0/101449/101478","控制科学与工程,Control Science and Engineering"
工学类,矿业工程,101479,"0/101449/101479","矿业工程,Mining Engineering"
工学类,力学,101480,"0/101449/101480","力学,Mechanics"
工学类,林业工程,101481,"0/101449/101481","林业工程,Forestry Engineering"
工学类,能源动力,101482,"0/101449/101482","能源动力,Energy"
工学类,农业工程,101483,"0/101449/101483","农业工程,Agricultural Engineering"
工学类,轻工技术与工程,101484,"0/101449/101484","轻工技术与工程,Light Industry Technology and Engineering"
工学类,软件工程,101485,"0/101449/101485","软件工程,Software Engineering"
工学类,生物工程,101486,"0/101449/101486","生物工程,Bioengineering"
工学类,生物医学工程,101487,"0/101449/101487","生物医学工程,Biomedical Engineering"
工学类,生物与医药,101488,"0/101449/101488","生物与医药,Biology and Medicine"
工学类,石油与天然气工程,101489,"0/101449/101489","石油与天然气工程,Oil and Gas Engineering"
工学类,食品科学与工程,101490,"0/101449/101490","食品科学与工程,Food Science and Engineering"
工学类,水利工程,101491,"0/101449/101491","水利工程,Water Conservancy Project"
工学类,土木工程,101492,"0/101449/101492","土木工程,civil Engineering"
工学类,土木水利,101493,"0/101449/101493","土木水利,Civil Engineering and Water Conservancy"
工学类,网络空间安全,101494,"0/101449/101494","网络空间安全,Cyberspace Security"
工学类,信息与通信工程,101495,"0/101449/101495","信息与通信工程,Information and Communication Engineering"
工学类,冶金工程,101496,"0/101449/101496","冶金工程,Metallurgical Engineering"
工学类,仪器科学与技术,101497,"0/101449/101497","仪器科学与技术,Instrument Science and Technology"
工学类,资源与环境,101498,"0/101449/101498","资源与环境,Resources and Environment"
系统科学类,系统科学,101500,"0/101499/101500","系统科学,System Science"
电气类,电气工程及其自动化,101502,"0/101501/101502","电气工程及其自动化,Electrical Engineering and Automation"
电气类,智能电网信息工程,101503,"0/101501/101503","智能电网信息工程,Smart Grid Information Engineering"
电气类,光源与照明,101504,"0/101501/101504","光源与照明,Light source and lighting"
电气类,电气工程与智能控制,101505,"0/101501/101505","电气工程与智能控制,Electrical Engineering and Intelligent Control"
电气类,电机电器智能化,101506,"0/101501/101506","电机电器智能化,Intelligentization of motors and electrical appliances"
电气类,电缆工程,101507,"0/101501/101507","电缆工程,Cable Engineering"
电气类,能源互联网工程,101508,"0/101501/101508","能源互联网工程,Energy Internet Project"
电气类,智慧能源工程,101509,"0/101501/101509","智慧能源工程,Smart Energy Engineering"
健康管理与促进类,健康管理,101511,"0/101510/101511","健康管理,Health Management"
健康管理与促进类,婴幼儿托育服务与管理,101512,"0/101510/101512","婴幼儿托育服务与管理,Infant and child care services and management"
健康管理与促进类,老年保健与管理,101513,"0/101510/101513","老年保健与管理,Elderly care and management"
健康管理与促进类,心理咨询,101514,"0/101510/101514","心理咨询,Psychological Counseling"
健康管理与促进类,医学营养,101515,"0/101510/101515","医学营养,Medical Nutrition"
健康管理与促进类,生殖健康管理,101516,"0/101510/101516","生殖健康管理,Reproductive health management"
健康管理与促进类,营养与保健,101517,"0/101510/101517","营养与保健,Nutrition and Health"
健康管理与促进类,婴幼儿托育,101518,"0/101510/101518","婴幼儿托育,Infant and Child Care"
健康管理与促进类,婴幼儿发展与健康管理,101519,"0/101510/101519","婴幼儿发展与健康管理,Infant and Child Development and Health Management"
健康管理与促进类,医养照护与管理,101520,"0/101510/101520","医养照护与管理,Medical care and management"
集成电路类,集成电路技术,101522,"0/101521/101522","集成电路技术,Integrated Circuit Technology"
集成电路类,微电子技术,101523,"0/101521/101523","微电子技术,Microelectronics"
集成电路类,微电子技术与器件制造,101524,"0/101521/101524","微电子技术与器件制造,Microelectronics Technology and Device Manufacturing"
集成电路类,集成电路工程技术,101525,"0/101521/101525","集成电路工程技术,Integrated Circuit Engineering Technology"
纺织类,纺织工程,101527,"0/101526/101527","纺织工程,Textile Engineering"
纺织类,服装设计与工程,101528,"0/101526/101528","服装设计与工程,Fashion Design and Engineering"
纺织类,非织造材料与工程,101529,"0/101526/101529","非织造材料与工程,Nonwoven Materials and Engineering"
纺织类,服装设计与工艺教育,101530,"0/101526/101530","服装设计与工艺教育,Fashion Design and Crafts Education"
纺织类,丝绸设计与工程,101531,"0/101526/101531","丝绸设计与工程,Silk Design and Engineering"
设计学类,艺术设计学,101533,"0/101532/101533","艺术设计学,Art and Design"
设计学类,视觉传达设计,101534,"0/101532/101534","视觉传达设计,Visual Communication Design"
