标签名,公司名,公司别名
上市公司,无锡威唐工业技术股份有限公司,"无锡威唐工业技术股份有限公司,VT Industrial Technology Co., Ltd.,威唐工业,无锡威唐金属制品有限公司,无锡威唐金属科技有限公司"
上市公司,无锡威孚高科技集团股份有限公司,"无锡威孚高科技集团股份有限公司,WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.,威孚高科,无锡油泵油嘴厂,无锡威孚高科技股份有限公司,无锡威孚股份有限公司"
上市公司,无锡宝通科技股份有限公司,"无锡宝通科技股份有限公司,宝通科技,WUXI BOTON TECHNOLOGY CO.,LTD.,北京新兴宝通科技有限公司,无锡市宝通带业投资有限公司"
上市公司,无锡小天鹅股份有限公司,"无锡小天鹅股份有限公司,小天鹅,WUXI LITTLE SWAN CO.,LTD"
上市公司,无锡市太极实业股份有限公司,"无锡市太极实业股份有限公司,Wuxi Taiji Industry Company Ltd.,太极实业"
上市公司,无锡智能自控工程股份有限公司,"无锡智能自控工程股份有限公司,智能自控,Wuxi Smart Auto-control Engineering Co., Ltd.,无锡智能自控工程有限公司"
中国物业服务企业综合实力500强,无锡永基物业股份有限公司,
上市公司,无锡洪汇新材料科技股份有限公司,"无锡洪汇新材料科技股份有限公司,Wuxi Honghui New Materials Technology Co.,Ltd.,洪汇新材,无锡市洪汇化工有限公司"
中国物业服务企业综合实力500强,无锡瑞景城市服务有限公司,
上市公司,无锡贝斯特精机股份有限公司,"无锡贝斯特精机股份有限公司,Best Precision Machinery Co., Ltd.,贝斯特,无锡市贝斯特精密机械有限公司"
上市公司,无锡路通视信网络股份有限公司,"无锡路通视信网络股份有限公司,无锡路通光电技术有限公司,Lootom Telcovideo Network(Wuxi) Co., Ltd,路通视信"
上市公司,无锡隆盛科技股份有限公司,"无锡隆盛科技股份有限公司,隆盛科技,Wuxi Longsheng Technology Co., Ltd,无锡隆盛科技有限公司"
上市公司,无锡雪浪环境科技股份有限公司,"无锡雪浪环境科技股份有限公司,WUXI XUELANG ENVIRONMENTAL TECHNOLOGY CO.,LTD.,雪浪环境,无锡卓越机械有限公司"
全国高新区盈利能力百强,无锡高新技术产业开发区,
区域百强,无限极(中国)有限公司,"无限极(中国)有限公司,无限极,植雅,南方李锦记有限公司,广东南方李锦记营养保健品有限公司"
世界500强,日产汽车,"日产汽车,NISSAN MOTOR"
城际高铁和轨道交通建设企业50强,日月明,
世界500强,日本KDDI电信公司,"日本KDDI电信公司,KDDI,KDD公司"
IRN100前十名租赁公司,日本Kanamoto,
世界500强,日本三井住友金融集团,"日本三井住友金融集团,SUMITOMO MITSUI FINANCIAL GROUP,三井住友信托集团,三井住友"
世界500强,日本三菱重工业股份有限公司,"日本三菱重工业股份有限公司,MITSUBISHI HEAVY INDUSTRIES,三菱重工"
世界500强,日本中部电力,"日本中部电力,CHUBU ELECTRIC POWER"
世界500强,日本伊藤忠商事株式会社,"日本伊藤忠商事株式会社,ITOCHU,伊藤忠商事,伊藤忠"
世界500强,日本出光兴产株式会社,"日本出光兴产株式会社,IDEMITSU KOSAN,出光兴产"
世界500强,日本明治安田生命保险公司,"日本明治安田生命保险公司,MEIJI YASUDA LIFE INSURANCE"
世界500强,日本永旺集团,"日本永旺集团,AEON,永旺集团"
世界500强,日本瑞穗金融集团,"日本瑞穗金融集团,MIZUHO FINANCIAL GROUP,瑞穗金融"
"全球保险品牌价值100强,世界500强",日本生命保险公司,"日本生命保险公司,NIPPON LIFE INSURANCE,日本生命"
世界500强,日本电报电话公司,"日本电报电话公司,NIPPON TELEGRAPH & TELEPHONE,无锡ntt数据有限公司,NTT"
世界500强,日本电气公司,"日本电气公司,NEC,日立"
全球海运货代前十位,日本通运（Nippon Express）,
世界500强,日本邮政控股公司,"日本邮政控股公司,JAPAN POST HOLDINGS,日本邮政"
世界500强,日本钢铁工程控股公司,"日本钢铁工程控股公司,JFE HOLDINGS,日铁控股"
上市公司,日照港(集团)有限公司,"日照港(集团)有限公司,日照港,中国中铁航空港建设集团有限公司"
"中国银行业前100强,中国银行业100强",日照银行,
世界500强,日立,"日立,HITACHI"
中国房地产企业重振100强,旭辉控股(集团)有限公司,"旭辉控股(集团)有限公司,旭辉控股"
"中国房地产企业综合实力100强,中国500强,地产百强",旭辉集团股份有限公司,"旭辉集团,旭辉集团股份有限公司,旭辉"
"中国房地产企业综合实力100强,地产百强",时代中国控股有限公司,"时代中国控股有限公司,时代中国,时代中国产业集团,TIMES CHINA"
上市公司,时代出版传媒股份有限公司,"时代出版传媒股份有限公司,时代出版,时光流影(社交平台),科大创新股份有限公司"
世界500强,时代华纳,"时代华纳,TIME WARNER"
中国500强,时代地产控股有限公司,"时代地产控股有限公司,广州市时代地产集团有限公司,时代地产,OCEAN TIME INC LIMITED 时阳有限公司"
城际高铁和轨道交通建设企业50强,时代电气,
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",时代邻里控股有限公司,
独角兽,时空电动汽车股份有限公司,"时空电动汽车股份有限公司,时空电动,浙江时空电动汽车有限公司"
上市公司,旷达科技集团股份有限公司,"旷达科技集团股份有限公司,旷达科技,Kuangda  Technology Group Co., Ltd.,武进市旷达汽车织物有限公司,江苏旷达汽车织物集团股份有限公司"
上市公司,旺能环境股份有限公司,"旺能环境股份有限公司,WANGNENG  ENVIRONMENT CO.,LTD.,旺能环境,浙江美欣达印染集团股份有限公司"
信托公司利润总额,昆仑信托,
中国500强,昆仑能源有限公司,"昆仑能源有限公司,昆仑能源"
"中国银行业前100强,中国银行业100强",昆仑银行,
全球保险品牌价值100强,昆士兰保险,
上市公司,昆山新莱洁净应用材料股份有限公司,"昆山新莱洁净应用材料股份有限公司,新莱应材,Kunshan Kinglai Hygienic Materials Co.,Ltd."
全国高新区盈利能力百强,昆山高新技术产业开发区,
上市公司,昆明云内动力股份有限公司,"昆明云内动力股份有限公司,云内动力,KUNMING YUNNEI POWER CO., LTD.,昆明云内动力"
上市公司,昆明川金诺化工股份有限公司,"昆明川金诺化工股份有限公司,Kunming Chuan Jin Nuo Chemical Co., Ltd.,川金诺"
上市公司,昆明百货大楼(集团)股份有限公司,"昆明百货大楼(集团)股份有限公司,KUNMING SINOBRIGHT(GROUP) CO.,LTD.,昆百大,百大集团"
中国物业服务企业综合实力500强,昆明银海物业服务有限公司,
全国高新区盈利能力百强,昆明高新技术产业开发区,
上市公司,昆明龙津药业股份有限公司,"昆明龙津药业股份有限公司,龙津药业,KUNMING LONGJIN PHARMACEUTICAL CO.,LTD,昆明龙津药业有限公司"
瞪羚企业,昆翎医药,
上市公司,昆药集团股份有限公司,"昆药集团股份有限公司,昆明制药,昆药集团,昆明制药集团股份有限公司,昆明制药集团,昆明制药股份有限公司"
上市公司,昇兴集团股份有限公司,"昇兴集团股份有限公司,昇兴股份,ShengXing Group Co.,Ltd"
全国高新区盈利能力百强,昌吉高新技术产业开发区,
"中国医院物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",明喆集团股份有限公司,
城际高铁和轨道交通建设企业50强,明泰铝业,
独角兽,明码(上海)生物科技有限公司,"明码(上海)生物科技有限公司,药明明码,明码生物"
驰名商标,明达线缆集团有限公司,
区域百强,明阳新能源投资控股集团有限公司,明阳新能源投资控股集团有限公司
上市公司,易事特集团股份有限公司,"易事特集团股份有限公司,易事特,East Group Co.,  Ltd,广东易事特电源股份有限公司"
福布斯中国人工智能科技企业50强,易府 if 医疗,
瞪羚企业,易快报,
全球资管500强,易方达基金,
2025年第二季度末公募机构非货规模50强,易方达基金管理有限公司,
独角兽,易生金服控股集团有限公司,"易生金服控股集团有限公司,易生金服,大新华运通控股有限公司"
上市公司,易联众信息技术股份有限公司,"易联众信息技术股份有限公司,YLZ Information Technology CO.,Ltd,易联众,福建省第二人民医院,福建省人民医院"
中国500强,易见供应链管理股份有限公司,"易见供应链管理股份有限公司,易见股份"
中国物业服务企业500强优选服务商智慧物业领域品牌,易软信息,
瞪羚企业,星思半导体,
上市公司,星期六股份有限公司,"星期六股份有限公司,星期六,SATURDAY CO.,LTD,星期六鞋业股份有限公司,索菲亚,佛山星期六鞋业股份有限公司"
瞪羚企业,星期零,
中国房地产企业综合实力100强,星河控股,
"中国房地产企业稳健经营100强,地产百强",星河湾地产控股有限公司,"星河湾地产控股有限公司,星河地产,星河湾地产"
"中国房地产企业综合实力100强,区域百强",星河湾集团有限公司,"星河湾集团有限公司,星河湾地产控股有限公司,STARRIVERPROPERTYHOLDINGLIMITED星河湾地产控股有限公司,STAR RIVER PROPERTY HOLDING LIMITED 星河湾地产控股"
上市公司,星辉互动娱乐股份有限公司,"星辉互动娱乐股份有限公司,星辉娱乐,Rastar Group,广东星辉车模股份有限公司"
瞪羚企业,星辰天合,
"中国生物药研发实力50强,中国药品研发综合实力100强,中国药品研发综合实力100强",映恩生物制药（苏州）有限公司,
上市公司,晋亿实业股份有限公司,"晋亿实业股份有限公司,Gem-Year Industrial Co.,Ltd.,晋亿实业"
"中国银行业前100强,中国银行业100强",晋商银行,
"城际高铁和轨道交通建设企业50强,上市公司",晋西车轴股份有限公司,"晋西车轴股份有限公司,晋西车轴"
上市公司,晨光生物科技集团股份有限公司,"晨光生物科技集团股份有限公司,CHENGUANG BIOTECH GROUP CO.,LTD.,晨光生物,河北省曲周县晨光天然色素有限公司,晨光天然色素有限公司,晨光天然色素集团有限公司"
瞪羚企业,晨泰医药,
世界500强,普利司通,"普利司通,BRIDGESTONE"
四大会计师事务所,普华永道中天会计师事务所,"普华永道,PwC"
中国软件业务收入前百家企业,普天信息技术研究院有限公司,
"中国CDMO企业20强,中国化药研发实力50强,中国药品研发综合实力100强,上市公司",普洛药业股份有限公司,"普洛药业股份有限公司,普洛药业,Apeloa Pharmaceutical Co.,Ltd."
瞪羚企业,普米斯,
"中国生物药研发实力50强,中国药品研发综合实力100强",普米斯生物技术（珠海）有限公司,
区域百强,普联技术有限公司,"普联技术有限公司,普联,TP-LINK,TPLINK,深圳普联技术有限公司,深圳市普联技术有限公司"
瞪羚企业,景昱医疗,
瞪羚企业,景杰生物,
瞪羚企业,景略半导体,
2025年第二季度末公募机构非货规模50强,景顺长城基金管理有限公司,
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",晶泰科技,
中国500强,晶澳太阳能控股有限公司,"晶澳太阳能控股有限公司,晶澳太阳能"
中国500强,晶科能源控股有限公司,"晶科能源控股有限公司,晶科能源,晶科能源有限公司"
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强,瞪羚企业",智元机器人,
瞪羚企业,智布互联,
上市公司,智度科技股份有限公司,"智度科技股份有限公司,智度股份,Genimous Technology CO.,LTD,智度科技"
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",智慧眼,
全球独角兽,智谱华章,
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",智谱清言,
"福布斯中国人工智能科技企业50强,福布斯中国人工智能科技企业50强",智象未来HiDream.ai,
独角兽,智车优行科技有限公司,"智车优行科技有限公司,奇点,奇点汽车"
独角兽,智连世界,"智连世界,DotC United Group"
瞪羚企业,智齿科技,
瞪羚企业,暗物智能,
上市公司,暴风集团股份有限公司,"暴风集团股份有限公司,Baofeng Group Co., Ltd.,暴风集团"
"中国软件业务收入前百家企业,中国软件业务收入前百家企业",曙光信息产业股份有限公司,
瞪羚企业,曦智科技,
驰名商标,曲美家居集团股份有限公司,
全球保险品牌价值100强,曼弗雷,
世界500强,曼福集团,"曼福集团,MAPFRE GROUP"
区域百强,月星集团有限公司,"月星集团有限公司,月星集团,月星家居,环球港,江苏月星家具集团有限公司"
上市公司,有研新材料股份有限公司,"有研新材料股份有限公司,有研硅股,Grinm Advanced Materials Co., Ltd.,有研半导体材料股份有限公司,有研新材"
上市公司,朗姿股份有限公司,"朗姿股份有限公司,LANCY CO.,LTD.,朗姿股份,朗姿,北京申诚信和服装有限公司"
上市公司,朗新科技股份有限公司,"朗新科技股份有限公司,朗新科技,LONGSHINE TECHNOLOGY CO.,LTD,朗新科技[中国]有限公司,朗新科技(中国)有限公司,杭州朗新信息科技有限公司"
