一级,二级,技能名,技能id,技能编码,别名
服装/纺织设计,服装设计方向,时装设计,108427,0/108407/108410/108427,"时装设计,Fashion Design"
服装/纺织设计,服装设计方向,箱包设计,108428,0/108407/108410/108428,"箱包设计,Luggage design"
服装/纺织设计,服装设计方向,西装设计,108429,0/108407/108410/108429,"西装设计,Suit Design"
服装/纺织设计,服装设计方向,羽绒服设计,108430,0/108407/108410/108430,"羽绒服设计,Down jacket design"
服装/纺织设计,服装设计方向,孕装设计,108431,0/108407/108410/108431,"孕装设计,Maternity wear design"
服装/纺织设计,服装设计方向,女装设计,108432,0/108407/108410/108432,"女装设计,Women's wear Design"
服装/纺织设计,服装设计方向,服装设计,108433,0/108407/108410/108433,"服装设计,Costume Design"
服装/纺织设计,服装设计方向,童装设计,108434,0/108407/108410/108434,"童装设计,Children's wear design"
服装/纺织设计,服装设计方向,家纺设计,108435,0/108407/108410/108435,"家纺设计,Home Textile Design"
服装/纺织设计,设计职能,设计师,108437,0/108407/108436/108437,"设计师,Designer"
服装/纺织设计,设计职能,设计总监,108438,0/108407/108436/108438,"设计总监,Design Director"
服装/纺织设计,设计职能,设计师助理,108439,0/108407/108436/108439,"设计师助理,Designer Assistant"
服装/纺织设计,设计职能,设计经理,108440,0/108407/108436/108440,"设计经理,Design Manager"
服装/纺织设计,设计职能,设计主管,108441,0/108407/108436/108441,"设计主管,Design Supervisor"
服装/纺织设计,设计软件,PhotoShop,108443,0/108407/108442/108443,PhotoShop
服装/纺织设计,设计软件,CAD,108444,0/108407/108442/108444,CAD
服装/纺织设计,设计软件,InDesign,108445,0/108407/108442/108445,InDesign
服装/纺织设计,设计软件,Painter,108446,0/108407/108442/108446,Painter
面料辅料开发,面料辅料开发职能,面料成本管理,108449,0/108447/108448/108449,"面料成本管理,Fabric cost management"
面料辅料开发,面料辅料开发职能,面料检测,108450,0/108447/108448/108450,"面料检测,Fabric testing"
面料辅料开发,面料辅料开发职能,面料资料库管理,108451,0/108447/108448/108451,"面料资料库管理,Fabric database management"
面料辅料开发,面料辅料开发职能,面料采样,108452,0/108447/108448/108452,"面料采样,Fabric sampling"
缝纫工,打样/制版方向,服装打样制版,108455,0/108453/108454/108455,"服装打样制版,Clothing Sample Making & Pattern Design"
缝纫工,打样/制版方向,纺织品打样,108456,0/108453/108454/108456,"纺织品打样,Textile Sampling"
缝纫工,打样/制版方向,鞋子打样,108457,0/108453/108454/108457,"鞋子打样,Shoe proofing"
缝纫工,打样/制版方向,皮革打样,108458,0/108453/108454/108458,"皮革打样,Leather proofing"
缝纫工,打样/制版方向,染色打样,108459,0/108453/108454/108459,"染色打样,Dyeing proofing"
样衣工,打样/制版方向,服装打样制版,108462,0/108460/108461/108462,"服装打样制版,Clothing Sample Making & Pattern Design"
样衣工,打样/制版方向,纺织品打样,108463,0/108460/108461/108463,"纺织品打样,Textile Sampling"
样衣工,打样/制版方向,鞋子打样,108464,0/108460/108461/108464,"鞋子打样,Shoe proofing"
样衣工,打样/制版方向,皮革打样,108465,0/108460/108461/108465,"皮革打样,Leather proofing"
样衣工,打样/制版方向,染色打样,108466,0/108460/108461/108466,"染色打样,Dyeing proofing"
电池工程师,语言方向,英语,108469,0/108467/108468/108469,"英语,English"
电池工程师,设计软件,ProE,108471,0/108467/108470/108471,ProE
电池工程师,设计软件,CAD,108472,0/108467/108470/108472,CAD
电池工程师,设计软件,SolidWorks,108473,0/108467/108470/108473,SolidWorks
电池工程师,设计软件,AutoCAD,108474,0/108467/108470/108474,AutoCAD
电池工程师,质量安全管理体系标准,汽车质量管理体系标准,108476,0/108467/108475/108476,"汽车质量管理体系标准,IATF 16949"
电池工程师,质量安全管理体系标准,质量管理体系标准,108477,0/108467/108475/108477,"质量管理体系标准,ISO 9001"
电池工程师,计算机辅助工程软件,Hypermesh,108479,0/108467/108478/108479,Hypermesh
电池工程师,计算机辅助工程软件,CFX,108480,0/108467/108478/108480,CFX
电池工程师,计算机辅助工程软件,Fluent,108481,0/108467/108478/108481,Fluent
电池工程师,汽车研发方向,动力系统设计,108483,0/108467/108482/108483,"动力系统设计,Powertrain Design"
电池工程师,汽车研发方向,车辆电池工程,108484,0/108467/108482/108484,"车辆电池工程,Vehicle Battery Engineering"
电机工程师,语言方向,英语,108487,0/108485/108486/108487,"英语,English"
电机工程师,设计软件,ProE,108489,0/108485/108488/108489,ProE
电机工程师,设计软件,CAD,108490,0/108485/108488/108490,CAD
电机工程师,设计软件,SolidWorks,108491,0/108485/108488/108491,SolidWorks
电机工程师,设计软件,AutoCAD,108492,0/108485/108488/108492,AutoCAD
电机工程师,质量安全管理体系标准,汽车质量管理体系标准,108494,0/108485/108493/108494,"汽车质量管理体系标准,IATF 16949"
电机工程师,质量安全管理体系标准,质量管理体系标准,108495,0/108485/108493/108495,"质量管理体系标准,ISO 9001"
电机工程师,计算机辅助工程软件,Hyperworks,108497,0/108485/108496/108497,Hyperworks
电机工程师,计算机辅助工程软件,Ansoft,108498,0/108485/108496/108498,Ansoft
电机工程师,计算机辅助工程软件,CFX,108499,0/108485/108496/108499,CFX
电机工程师,计算机辅助工程软件,Fluent,108500,0/108485/108496/108500,Fluent
电机工程师,汽车研发方向,动力系统设计,108502,0/108485/108501/108502,"动力系统设计,Powertrain Design"
电机工程师,汽车研发方向,充电桩设计,108503,0/108485/108501/108503,"充电桩设计,Charging pile design"
车身/造型设计,语言方向,英语,108506,0/108504/108505/108506,"英语,English"
车身/造型设计,语言方向,日语,108507,0/108504/108505/108507,"日语,Japanese"
车身/造型设计,设计软件,ProE,108509,0/108504/108508/108509,ProE
车身/造型设计,设计软件,CAD,108510,0/108504/108508/108510,CAD
车身/造型设计,设计软件,SolidWorks,108511,0/108504/108508/108511,SolidWorks
车身/造型设计,设计软件,AutoCAD,108512,0/108504/108508/108512,AutoCAD
车身/造型设计,设计软件,CATIA,108513,0/108504/108508/108513,CATIA
车身/造型设计,质量安全管理体系标准,汽车质量管理体系标准,108515,0/108504/108514/108515,"汽车质量管理体系标准,IATF 16949"
车身/造型设计,质量安全管理体系标准,质量管理体系标准,108516,0/108504/108514/108516,"质量管理体系标准,ISO 9001"
车身/造型设计,计算机辅助工程软件,Moldflow,108518,0/108504/108517/108518,Moldflow
车身/造型设计,计算机辅助工程软件,ANSA,108519,0/108504/108517/108519,ANSA
车身/造型设计,计算机辅助工程软件,Hyperworks,108520,0/108504/108517/108520,Hyperworks
车身/造型设计,计算机辅助工程软件,Nastran,108521,0/108504/108517/108521,Nastran
车身/造型设计,计算机辅助工程软件,Autoform,108522,0/108504/108517/108522,Autoform
车身/造型设计,计算机辅助工程软件,Adams,108523,0/108504/108517/108523,Adams
车身/造型设计,计算机辅助工程软件,Hypermesh,108524,0/108504/108517/108524,Hypermesh
车身/造型设计,计算机辅助工程软件,Abaqus,108525,0/108504/108517/108525,Abaqus
车身/造型设计,计算机辅助工程软件,CFX,108526,0/108504/108517/108526,CFX
车身/造型设计,计算机辅助工程软件,LS-DYNA,108527,0/108504/108517/108527,LS-DYNA
车身/造型设计,计算机辅助工程软件,Fluent,108528,0/108504/108517/108528,Fluent
车身/造型设计,汽车研发方向,线束设计,108530,0/108504/108529/108530,"线束设计,Wiring harness design"
车身/造型设计,汽车研发方向,车身造型设计,108531,0/108504/108529/108531,"车身造型设计,Vehicle Styling Design"
车身/造型设计,汽车研发方向,数字模型,108532,0/108504/108529/108532,"数字模型,Digital Model"
车身/造型设计,汽车研发方向,油泥模型,108533,0/108504/108529/108533,"油泥模型,Clay Model"
汽车电子工程师,语言方向,英语,108536,0/108534/108535/108536,"英语,English"
汽车电子工程师,语言方向,日语,108537,0/108534/108535/108537,"日语,Japanese"
汽车电子工程师,硬件工作方向,PCB设计,108539,0/108534/108538/108539,"PCB设计,PCB Design"
汽车电子工程师,硬件工作方向,电路设计,108540,0/108534/108538/108540,"电路设计,Circuit Design"
汽车电子工程师,设计软件,ProE,108542,0/108534/108541/108542,ProE
汽车电子工程师,设计软件,CAD,108543,0/108534/108541/108543,CAD
汽车电子工程师,设计软件,SolidWorks,108544,0/108534/108541/108544,SolidWorks
汽车电子工程师,设计软件,AutoCAD,108545,0/108534/108541/108545,AutoCAD
汽车电子工程师,质量安全管理体系标准,汽车质量管理体系标准,108547,0/108534/108546/108547,"汽车质量管理体系标准,IATF 16949"
汽车电子工程师,质量安全管理体系标准,质量管理体系标准,108548,0/108534/108546/108548,"质量管理体系标准,ISO 9001"
汽车电子工程师,计算机辅助工程软件,Nastran,108550,0/108534/108549/108550,Nastran
汽车电子工程师,计算机辅助工程软件,Ansoft,108551,0/108534/108549/108551,Ansoft
汽车电子工程师,计算机辅助工程软件,Cosmos,108552,0/108534/108549/108552,Cosmos
汽车电子工程师,计算机辅助工程软件,Adams,108553,0/108534/108549/108553,Adams
汽车电子工程师,计算机辅助工程软件,CFX,108554,0/108534/108549/108554,CFX
汽车电子工程师,计算机辅助工程软件,Fluent,108555,0/108534/108549/108555,Fluent
汽车电子工程师,汽车研发方向,线束设计,108557,0/108534/108556/108557,"线束设计,Wiring harness design"
汽车电子工程师,汽车研发方向,动力系统设计,108558,0/108534/108556/108558,"动力系统设计,Powertrain Design"
汽车电子工程师,汽车研发方向,数字模型,108559,0/108534/108556/108559,"数字模型,Digital Model"
汽车电子工程师,汽车研发方向,车辆电池工程,108560,0/108534/108556/108560,"车辆电池工程,Vehicle Battery Engineering"
汽车电子工程师,汽车研发方向,人机交互HMI,108561,0/108534/108556/108561,"人机交互HMI,Human Machine Interaction/HMI"
汽车电子工程师,汽车研发方向,充电桩设计,108562,0/108534/108556/108562,"充电桩设计,Charging pile design"
汽车电子工程师,汽车研发方向,信息娱乐系统开发,108563,0/108534/108556/108563,"信息娱乐系统开发,Infotainment system development"
线束设计,语言方向,英语,108617,0/108615/108616/108617,"英语,English"
线束设计,设计软件,ProE,108619,0/108615/108618/108619,ProE
线束设计,设计软件,CAD,108620,0/108615/108618/108620,CAD
线束设计,设计软件,SolidWorks,108621,0/108615/108618/108621,SolidWorks
线束设计,设计软件,AutoCAD,108622,0/108615/108618/108622,AutoCAD
线束设计,设计软件,CATIA,108623,0/108615/108618/108623,CATIA
线束设计,质量安全管理体系标准,汽车质量管理体系标准,108625,0/108615/108624/108625,"汽车质量管理体系标准,IATF 16949"
线束设计,质量安全管理体系标准,质量管理体系标准,108626,0/108615/108624/108626,"质量管理体系标准,ISO 9001"
内外饰设计工程师,语言方向,英语,108629,0/108627/108628/108629,"英语,English"
内外饰设计工程师,语言方向,日语,108630,0/108627/108628/108630,"日语,Japanese"
内外饰设计工程师,设计软件,ProE,108632,0/108627/108631/108632,ProE
内外饰设计工程师,设计软件,CAD,108633,0/108627/108631/108633,CAD
内外饰设计工程师,设计软件,SolidWorks,108634,0/108627/108631/108634,SolidWorks
内外饰设计工程师,设计软件,AutoCAD,108635,0/108627/108631/108635,AutoCAD
内外饰设计工程师,设计软件,CATIA,108636,0/108627/108631/108636,CATIA
内外饰设计工程师,设计软件,UG,108637,0/108627/108631/108637,UG
内外饰设计工程师,质量安全管理体系标准,汽车质量管理体系标准,108639,0/108627/108638/108639,"汽车质量管理体系标准,IATF 16949"
内外饰设计工程师,质量安全管理体系标准,质量管理体系标准,108640,0/108627/108638/108640,"质量管理体系标准,ISO 9001"
内外饰设计工程师,计算机辅助工程软件,ANSA,108642,0/108627/108641/108642,ANSA
内外饰设计工程师,计算机辅助工程软件,Hyperworks,108643,0/108627/108641/108643,Hyperworks
内外饰设计工程师,计算机辅助工程软件,Nastran,108644,0/108627/108641/108644,Nastran
内外饰设计工程师,计算机辅助工程软件,Adams,108645,0/108627/108641/108645,Adams
内外饰设计工程师,计算机辅助工程软件,Hypermesh,108646,0/108627/108641/108646,Hypermesh
内外饰设计工程师,计算机辅助工程软件,Abaqus,108647,0/108627/108641/108647,Abaqus
内外饰设计工程师,计算机辅助工程软件,LS-DYNA,108648,0/108627/108641/108648,LS-DYNA
内外饰设计工程师,汽车研发方向,数字模型,108650,0/108627/108649/108650,"数字模型,Digital Model"
内外饰设计工程师,汽车研发方向,人机交互HMI,108651,0/108627/108649/108651,"人机交互HMI,Human Machine Interaction/HMI"
内外饰设计工程师,汽车研发方向,内外饰设计,108652,0/108627/108649/108652,"内外饰设计,Interior and exterior design"
内外饰设计工程师,汽车研发方向,信息娱乐系统开发,108653,0/108627/108649/108653,"信息娱乐系统开发,Infotainment system development"
