"一级","二级","职位名","职位id","职位编码","别名"
生产/制造,生产技术,冲压主管工程师,104939,"0/104801/104914/104939","冲压主管工程师,冲压课长,冲压负责人,冲压主任,冲压经理,冲压主管,冲压组长,Chief Stamping Engineer"
生产/制造,生产技术,注塑工程师,104940,"0/104801/104914/104940","注塑工程师,注塑员,注塑师,注塑工,注塑专家,注塑助理,Injection molding engineer"
生产/制造,生产技术,注塑工程师主管,104941,"0/104801/104914/104941","注塑工程师主管,注塑课长,注塑主任,注塑负责人,注塑LEAD,注塑SUPERVISOR,注塑经理,注塑LEADER,注塑MANAGER,注塑主管,注塑组长,Injection Molding Engineer Supervisor"
生产/制造,生产技术,动力工程师,104942,"0/104801/104914/104942","动力工程师,动力师,动力员,动力设计,Power Engineer"
生产/制造,生产技术,动力助理工程师,104943,"0/104801/104914/104943","动力助理工程师,动力担当,动力助理,Assistant  Power Engineer"
生产/制造,生产技术,动力主任工程师,104944,"0/104801/104914/104944","动力主任工程师,动力主任,动力经理,动力主管,动力负责人,动力组长,Chief Power Engineer"
生产/制造,生产技术,涂装工程师,104945,"0/104801/104914/104945","涂装工程师,涂装师,喷漆师,涂装员,配色员,喷漆员,配色师,喷漆专家,喷漆助理,喷漆工,涂装专家,涂装工,涂装助理,配色专家,配色助理,配色工,Painting Engineer"
生产/制造,生产技术,涂装工程师主管/经理,104946,"0/104801/104914/104946","涂装工程师主管/经理,涂装LEAD,喷漆主管,涂装SUPERVISOR,涂装LEADER,喷涂主管,涂装负责人,涂装主管,喷漆组长,涂装经理,涂装主任,涂装组长,喷漆负责人,喷漆经理,配色主任,配色主管,配色组长,配色经理,配色负责人,Coating Engineer Supervisor/Manager"
生产/制造,生产技术,道具工程师,104947,"0/104801/104914/104947","道具工程师,TOOLING ENGINEER,道具师,夹具师,道具工,工具师,道具员,Prop Engineer"
生产/制造,生产技术,仪器仪表工程师,104948,"0/104801/104914/104948","仪器仪表工程师,仪器,仪表,Instrumentation Engineer"
生产/制造,生产技术,机加工工程师,104949,"0/104801/104914/104949","机加工工程师,机加工,机加师,机加员,Machining Engineer"
生产/制造,生产技术,机加工主管工程师,104950,"0/104801/104914/104950","机加工主管工程师,机加负责人,机加主任,机加主管,机加经理,机加组长,机加班长,机加领班,Machining Supervisor Engineer"
生产/制造,生产技术,电子工程师,104951,"0/104801/104914/104951","电子工程师,ELECTRICAL ENGINEER,电子师,电子技术,Electronic Engineer,Electronics Engineer"
生产/制造,生产技术,电子助理工程师,104952,"0/104801/104914/104952","电子助理工程师,电子担当,电子助理,Electronics Assistant Engineer"
生产/制造,生产技术,电子工程师主管,104953,"0/104801/104914/104953","电子工程师主管,电子工程师经理,电子工程师负责人,电子工程师主任,电子工程师组长,Electronics Engineer Supervisor"
生产/制造,生产技术,射频工程师,104954,"0/104801/104914/104954","射频工程师,射频师,RF ENGINEER,射频专家,Radio Frequency ENGINEER,射频员,射频工,RF专家,RF员,RF工,RF师"
生产/制造,生产技术,射频助理工程师,104955,"0/104801/104914/104955","射频助理工程师,射频助理,Radio Frequency Assistant,RF助理,RF Assistant Engineer"
生产/制造,生产技术,射频工程经理,104956,"0/104801/104914/104956","射频工程经理,射频负责人,射频主任,射频经理,射频组长,射频主管,Radio Frequency MANAGER,RF MANAGER,RF主任,RF主管,RF组长,RF经理,RF负责人,RF Engineering Manager"
生产/制造,生产技术,热能工程师,104957,"0/104801/104914/104957","热能工程师,热能,热力,热动,Thermal Energy Engineer"
生产/制造,生产技术,热能助理工程师,104958,"0/104801/104914/104958","热能助理工程师,热能助理,热力助理,热动助理,Assistant Thermal Energy Engineer"
生产/制造,生产技术,热处理工程师,104959,"0/104801/104914/104959","热处理工程师,热处理,Heat treatment engineer"
生产/制造,生产技术,热处理主管,104960,"0/104801/104914/104960","热处理主管,热处理经理,热处理主任,热处理负责人,热处理组长,Heat treatment supervisor"
生产/制造,生产技术,材料工程师,104962,"0/104801/104914/104962","材料工程师,材料员,材料师,材料助理,Material Engineer,Materials Engineer"
生产/制造,生产技术,维护工程师,104963,"0/104801/104914/104963","维护工程师,维护师,维护专家,Maintenance Engineer"
生产/制造,质量/检测,无损检测员,104973,"0/104801/104964/104973","无损检测员,无损检测,无损检验,NDT,Nondestructive tester"
生产/制造,质量/检测,无损检测负责人,104974,"0/104801/104964/104974","无损检测负责人,无损检测经理,无损检测主管,无损检测主任,无损检测组长,无损检验主任,无损检验主管,无损检验组长,无损检验经理,无损检验负责人,NDT lead,NDT supervisor,NDT manager,NDT leader,Nondestructive testing manager"
生产/制造,质量/检测,安全性能工程师,104975,"0/104801/104964/104975","安全性能工程师,安全性能专家,安全性能师,Safety performance engineer"
生产/制造,质量/检测,安全性能主任,104976,"0/104801/104964/104976","安全性能主任,安全性能经理,安全性能主管,Safety Performance Director"
生产/制造,生产管理,厂长,104980,"0/104801/104979/104980","厂长,Factory Director"
生产/制造,生产管理,厂长助理,104981,"0/104801/104979/104981","厂长助理,Assistant to the Factory Manager"
生产/制造,生产管理,车间主任/主管/科长,104982,"0/104801/104979/104982","车间主任/主管/科长,车间主任,车间科长,车间班长,车间主管,车间领班,车间干部,车间组长,Workshop Director/Supervisor/Section Chief"
生产/制造,生产管理,生产经理,104983,"0/104801/104979/104983","生产经理,生产部长,生产负责人,生产主管,生产主任,生产PM,PRODUCTION MANAGER,生产科长,生产组长,生产干部,生产领班,生产班长"
生产/制造,生产管理,生产计划员,104984,"0/104801/104979/104984","生产计划员,PMC助理,生产助理,PMC员,物料计划员,生管员,生产员,PLANNING COORDINATOR,Production material control,生产工,生产师,生产专家,物料管理员,生管工,生管专家,生管助理,PMC工,PMC师,PMC专家,物料计划助理,物料计划专家,物料计划工,物料计划师,物料管理工,物料管理师,物料管理专家,物料管理助理,Production Planner"
生产/制造,生产管理,生产计划主管,104985,"0/104801/104979/104985","生产计划主管,生产计划主任,物料计划负责人,PMC主管,PMC主任,PMC科长,物料计划室长,生产计划负责人,物料计划科长,生产计划组长,物料管理主任,PMC负责人,PMC室长,物料计划主任,物料计划经理,物料计划组长,物料计划主管,生产计划科长,PMC经理,生产计划经理,生产计划室长,PMC组长,物料管理主管,物料管理室长,物料管理科长,物料管理组长,物料管理经理,物料管理负责人,生产管理主任,生产管理主管,生产管理室长,生产管理科长,生产管理组长,生产管理经理,生产管理负责人,Production material control manager,Production Planning Supervisor"
生产/制造,生产管理,调度专员,104986,"0/104801/104979/104986","调度专员,调度,Dispatcher"
生产/制造,生产管理,调度主管,104987,"0/104801/104979/104987","调度主管,调度主任,调度经理,调度负责人,调度组长,Dispatch Supervisor"
生产/制造,生产操作,班长/组长,104989,"0/104801/104988/104989","班长/组长,班长,Monitor/Group Leader"
生产/制造,生产操作,段长,104990,"0/104801/104988/104990","段长,工段,Section Chief"
生产/制造,生产操作,数控CNC工程师,104992,"0/104801/104988/104992","数控CNC工程师,数控编程,数控员,CNC ENGINEER,CNC员,数控操机,CNC数控,CNC师,数控师,CNC工,数控工,CNC数控操机/编程员"
生产/制造,生产操作,安装调试工程师,104995,"0/104801/104988/104995","安装调试工程师,安装调试师,安装调试员,安装调试担当,安装调试专家,Installation and debugging engineer"
生产/制造,生产操作,安装调试主管,104996,"0/104801/104988/104996","安装调试主管,安装调试组长,安装调试负责人,安装调试主任,安装调试经理,Installation and debugging  supervisor"
生产/制造,生产操作,维修保养员,104997,"0/104801/104988/104997","维修保养员,保养担当,MECHANICAL MAINTENANCE ENGINEER,维保,保养师,保养工,保养员,Maintenance worker"
生产/制造,生产操作,机械维修工程师经理,104998,"0/104801/104988/104998","机械维修工程师经理,机修经理,机修主任,维修主管,MECHANICAL MAINTENANCE LEADER,维修主任,MECHANICAL MAINTENANCE SUPERVISOR,机修课长,维修经理,机修主管,机修组长,维修组长,机修负责人,维修负责人,检修主任,检修主管,检修组长,检修经理,检修负责人,维保主任,维保主管,维保组长,维保经理,维保负责人,Mechanical Maintenance Engineer Manager"
生产/制造,生产操作,机床工,104999,"0/104801/104988/104999","机床工,机床,Machine Tool Worker"
生产/制造,生产操作,浇注工,105001,"0/104801/104988/105001","浇注工,浇注,浇筑,浇铸,Casting worker"
生产/制造,生产操作,装配工,105002,"0/104801/104988/105002","装配工,装配,装配工程师,Assembler"
生产/制造,生产操作,车床工,105003,"0/104801/104988/105003","车床工,车床,Lathe operator"
生产/制造,生产操作,磨床工,105004,"0/104801/104988/105004","磨床工,磨床,Grinder"
生产/制造,生产操作,铣床工,105005,"0/104801/104988/105005","铣床工,铣床,Milling Machine Worker"
生产/制造,生产操作,冲床工,105006,"0/104801/104988/105006","冲床工,冲床,Punch press worker"
生产/制造,生产操作,钳工,105008,"0/104801/104988/105008","钳工,fitter"
生产/制造,生产操作,机修工,105009,"0/104801/104988/105009","机修工,检修,机修,MECHANIC PLUMBER,Mechanic"
生产/制造,生产操作,钣金工,105010,"0/104801/104988/105010","钣金工,钣金,Sheet Metal Worker"
生产/制造,生产操作,电焊工,105011,"0/104801/104988/105011","电焊工,电焊,Electric Welder"
生产/制造,生产操作,铆焊工,105012,"0/104801/104988/105012","铆焊工,铆焊,Rivet welder"
生产/制造,生产操作,电工,105013,"0/104801/104988/105013","电工,Electrician"
生产/制造,生产操作,水工,105014,"0/104801/104988/105014","水工,Plumber"
生产/制造,生产操作,木工,105015,"0/104801/104988/105015","木工,Carpenter"
生产/制造,生产操作,油漆工,105016,"0/104801/104988/105016","油漆工,油漆,Painter"
生产/制造,生产操作,电梯工,105018,"0/104801/104988/105018","电梯工,电梯,Elevator Worker"
生产/制造,生产操作,锅炉工,105019,"0/104801/104988/105019","锅炉工,锅炉,Boilermaker"
生产/制造,生产操作,普工,105020,"0/104801/104988/105020","普工,General Worker"
生产/制造,生产操作,操作工,105021,"0/104801/104988/105021","操作工,OPERATOR,作业员,作业工,主操,副操,操作"
生产/制造,生产操作,技工,105022,"0/104801/104988/105022","技工,Technician"
生产/制造,生产操作,组装工,105023,"0/104801/104988/105023","组装工,组装,Assembler"
生产/制造,生产操作,包装工,105024,"0/104801/104988/105024","包装工,Packer"
生产/制造,生产操作,电力线路工,105025,"0/104801/104988/105025","电力线路工,电力线路,Power Lineman"
生产/制造,生产操作,拖压工,105026,"0/104801/104988/105026","拖压工,拖压,托压,Drag and press worker"
生产/制造,生产操作,电镀工,105028,"0/104801/104988/105028","电镀工,电镀,Electroplating worker"
生产/制造,生产操作,喷塑工,105029,"0/104801/104988/105029","喷塑工,喷塑,Powder Coating Operator"
生产/制造,生产操作,洗车工,105030,"0/104801/104988/105030","洗车工,洗车,Car Washer"
生产/制造,生产操作,瓦工,105031,"0/104801/104988/105031","瓦工,bricklayer"
生产/制造,生产操作,万能工,105032,"0/104801/104988/105032","万能工,Fitting-up worker"
生产/制造,生产操作,钢筋工,105033,"0/104801/104988/105033","钢筋工,钢筋,Steelworker"
生产/制造,生产操作,学徒工,105034,"0/104801/104988/105034","学徒工,Apprentice"
生产/制造,生产操作,数控折弯工,105035,"0/104801/104988/105035","数控折弯工,数控折弯,CNC bending machine"
生产/制造,生产操作,SMT技术员,105036,"0/104801/104988/105036","SMT技术员,SMT员,SMT TECHNICIAN,SMT师"
生产/制造,安全环境,环保工程师,105041,"0/104801/105037/105041","环保工程师,环保师,环保担当,环保员,ENVIRONMENTAL ENGINEER,环保专家,Environmental Protection Engineer"
